isbn;title_ol;title_az;reading_age;grade;cover_url
0385737335;The Monster Variations;Daniel Kraus;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51OHn4dW44L.jpg
0448415763;The Lost World: Jurassic Park -- Site B. The Junior Novelization.;Gail Herman;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51BCHMWA1EL.jpg
0688163246;Going on Sixteen;Betty Cavanna;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51C3FDNZ30L.jpg
0833597914;The River;Gary Paulsen;10 - 12 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51yV4dmtKcL.jpg
0439703409;Rewind;Laura Dower;14 years and up;9 - 12;https://m.media-amazon.com/images/I/4132BX3RG9L.jpg
1558854665;My Father, the Angel of Death;Ray Villareal;12 - 15 years;5 - 9;https://m.media-amazon.com/images/I/51UZHcKcHyL.jpg
099117853X;Sidekick;Natalie Whipple;13 - 18 years;7 - 12;https://m.media-amazon.com/images/I/71AUKJZdjFL.jpg
0440229596;Girls Out Late;Jacqueline Wilson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/419AKCADB2L.jpg
0375844546;How to Build a House;Dana Reinhardt;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/91nVUMYavlL.jpg
0671021206;Now You See Her, Now You Don't;Diana G. Gallagher;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/510XR8W7S2L.jpg
1847801919;Lia's Guide to Winning the Lottery;Keren David;13 - 17 years;7 - 10;https://m.media-amazon.com/images/I/71UKUGLMgbL.jpg
0440210917;Fade;Robert Cormier;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/61Mj+qMQuLL.jpg
0385737076;Fairy Tale;Cyn Balog;12 years and up;7 - 9;https://m.media-amazon.com/images/I/5199s6d+S3L.jpg
152001550X;The Art of Not Breathing;Sarah Alexander;READINGAGE_MISSING_AZ;9 - 12;https://m.media-amazon.com/images/I/71KdpJKQssL.jpg
1479255459;Eternal;Debra Glass;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/516QZPF3hWL.jpg
1492604844;Wild Sky: A Night Sky novel;Suzanne Brockmann;14 - 17 years;8 - 12;https://m.media-amazon.com/images/I/91yS4Zgl6ZL.jpg
1423344227;Paper Towns;John Green;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/415mLGb8NKL.jpg
0761361456;Thaw;Richard Reece;11 - 18 years;6 - 12;https://m.media-amazon.com/images/I/819b7-kvSnL.jpg
0671551361;DARK ANGEL NIGHT WORLD 4;L.J. Smith;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51VQK52BYAL.jpg
1416971696;Positively;Courtney Sheinmel;9 - 14 years;4 - 9;https://m.media-amazon.com/images/I/417siW5jBEL.jpg
0671014773;Night World: Witchlight;L.J. Smith;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51GH1W6Q1FL.jpg
0671014757;Huntress Night World 7;L.J. Smith;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51EG39TVPFL.jpg
1484730518;A Frozen Heart;Elizabeth Rudnick;10 - 14 years;5 - 9;https://m.media-amazon.com/images/I/51HKS2-NstL.jpg
0689503911;The Catalogue Of The Universe;Margaret Mahy;14 years and up;4 - 6;https://m.media-amazon.com/images/I/51E4EBXG62L.jpg
1459800656;Three Little Words;Sarah N. Harvey;READINGAGE_MISSING_AZ;8 - 12;https://m.media-amazon.com/images/I/51Pi+Rx-nWL.jpg
0394924703;Mom the Wolfman & Me;Norma Klein;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41RgTBd90WL.jpg
0142501948;Stetson;Susan Rottman;12 - 16 years;7 - 9;https://m.media-amazon.com/images/I/5137BWSQJBL.jpg
0738713325;Into the Wildewood;Gillian Summers;Baby - 12 years;7 - 12;https://m.media-amazon.com/images/I/81uYxYng-NL.jpg
1442409762;Getting Revenge on Lauren Wood;Eileen Cook;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81eSgrbh1CL.jpg
0881035130;Stranger With My Face;Lois Duncan;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51NjqDdiDZL.jpg
1495921182;Fingerprints;Suzanne Casamento;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41t-uE8bYTL.jpg
0810970600;This Is All: The Pillow Book of Cordelia Kenn;Aidan Chambers;13 years and up;8 and up;https://m.media-amazon.com/images/I/518G15T1KEL.jpg
0758225539;Amor and Summer Secrets;Diana Rodriguez Wallach;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/71jr7k-iGuL.jpg
0062079913;The Other Normals;Ned Vizzini;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/81qMaeYFsFL.jpg
0385736835;The Here and Now;Ann Brashares;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/910-UCjzsZL.jpg
006155474X;Faery Rebels: Spell Hunter;R. J. Anderson;8 - 12 years;8 - 6;https://m.media-amazon.com/images/I/51-sb5VAVFL.jpg
1250028302;Gifted;H. A. Swain;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/91xGG28XzUL.jpg
1250045819;Genius: The Game;Leopoldo Gout;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/91Y0hXKkcPL.jpg
0143565303;The Shiny Guys;Doug MacLeod;15 years and up;10 - 6;https://m.media-amazon.com/images/I/71qLcAO2USL.jpg
0064471209;Missing Angel Juan;Francesca Lia Block;14 years and up;9 and up;https://m.media-amazon.com/images/I/611NT3KONvL.jpg
1419712047;Hold Tight, Don't Let Go: A Novel of Haiti;Laura Rose Wagner;13 years and up;8 and up;https://m.media-amazon.com/images/I/51TK48baVCL.jpg
1442465328;Teeth;Hannah Moskowitz;14 years and up;9 and up;https://m.media-amazon.com/images/I/51d3QitVZoL.jpg
0888992637;The Maestro;Tim Wynne-Jones;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/71zEcQKBilL.jpg
1481488759;Confessions of a High School Disaster;Emma Chastain;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81Pa5HRSDpL.jpg
0553395440;If I Ever Get Out of Here;Eric Gansworth;12+ years;7 - 9;https://m.media-amazon.com/images/I/51fM8vSEUDL.jpg
0385731876;Yoss;Odo Hirsch;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51CAGXTE25L.jpg
1451658028;Such a Rush;Jennifer Echols;12 years and up;7 - 12;https://m.media-amazon.com/images/I/61BzjZeaGwL.jpg
0553507303;Sweet Valley High Earthquake Collection: Earthquake / Aftershock;Francine Pascal;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61A28773D4L.jpg
0892553715;Sudden Flash Youth: 65 Short-Short Stories;Christine Perkins-Hazuka;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/41IR0bfw1jL.jpg
1427287589;Heartless: Library Edition;Marissa Meyer;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/01RmK+J4pJL.gif
162923088X;Through the Zombie Glass;Gena Showalter;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51gTfKza7QL.jpg
0340989262;Divided Souls;Gabriella Poole;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/516V-MU+CaL.jpg
0671016806;Ben There Done That;Joseph Locke;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/51FCCPPK1GL.jpg
0061985856;Paranormalcy;Kiersten White;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/51qS9ACM5YL.jpg
0397306369;Someone to Count on;Rosamond Neal Du Jardin;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/417Shs1IZXL.jpg
1595140514;More Confessions of a Hollywood Starlet;Lola Douglas;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51ZUvLSVRRL.jpg
1250047862;Instructions for the End of the World: A Novel;Jamie Kain;13 - 18 years;10 - 12;https://m.media-amazon.com/images/I/81ilHESGKbL.jpg
1442497602;Girl Defective;Simmone Howell;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61skTPb6fAL.jpg
1250024250;One Crow Alone;S. D. Crockett;13 - 18 years;7 - 9;https://m.media-amazon.com/images/I/91eoAHg5dSL.jpg
1250024617;Slayers: Friends and Traitors;C. J. Hill;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/81zZQhDoTwL.jpg
1442432721;The Defiant: The Forsaken Trilogy;Lisa M. Stasse;12 years and up;7 - 9;https://m.media-amazon.com/images/I/513jy1sgpbL.jpg
0439706785;South Beach;Aimee Friedman;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51fVwVAHb9L.jpg
0380005077;House of Stairs;William Sleator;Baby - 2 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/41-eXvAjSPL.jpg
0062070088;Vampire Kisses 9: Immortal Hearts;Ellen Schreiber;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/41cPET4A0wL.jpg
0142421006;Josie Griffin Is Not a Vampire;Heather Swain;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/41eTmEXCFaL.jpg
0316094641;Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family;Aaron Hartzler;15 years and up;10 and up;https://m.media-amazon.com/images/I/51kqnH3IQcL.jpg
159990554X;Endure;Carrie Jones;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71JBUyhr3gL.jpg
141041986X;The Hunger Games;Suzanne Collins;10+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/518lPhopCbL.jpg
1622662326;Til Death;Kate Evangelista;13 - 18 years;7 - 9;https://m.media-amazon.com/images/I/81SU+OqxGoL.jpg
0761315799;Hanging on to Max;Margaret Bechard;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/31GF3PFEP5L.jpg
1504777808;Marvel's Black Widow: Red Vengeance Lib/E;Margaret Stohl;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/81ga99u85xL.jpg
1504777824;Marvel's Black Widow: Red Vengeance;Margaret Stohl;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/81Ywt-d2V7L.jpg
0062077465;Gravediggers: Entombed;Christopher Krovatin;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/91yVLxaQlYL.jpg
1575421984;Wise Highs: How to Thrill, Chill, & Get Away from It All Without Alcohol or Other Drugs;Alex J. Packer Ph.D.;13 years and up;8 - 9;https://m.media-amazon.com/images/I/514Qt2-D9VL.jpg
0689873492;The Eyes of Kid Midas;Neal Shusterman;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51E54V1XQSL.jpg
0061140988;The Fury and Dark Reunion;L. J. Smith;14 - 17 years;8 - 9;https://m.media-amazon.com/images/I/41qkpi7AyNL.jpg
1862304815;Mission Survival 4: Tracks of the Tiger;Bear Grylls;9 - 11 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81lm1OJAwtL.jpg
0439598516;The Haunting Of Alaizabel Cray;Chris Wooding;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51rXwxqljGL.jpg
0689868006;Invisible;Pete Hautman;12 years and up;7 - 12;https://m.media-amazon.com/images/I/41SI7JlYcQL.jpg
0439577632;Surviving the Applewhites;Stephanie Tolan;9+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51nnj84R+rL.jpg
1595146555;Impostor: A Variants Novel;Susanne Winnacker;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51ibwLtGtrL.jpg
1551432382;The Lottery;Beth Goobie;12 - 18 years;8 - 12;https://m.media-amazon.com/images/I/51ZXEFT3ARL.jpg
0803738285;The Fourth Wish: The Art of Wishing: Book 2;Lindsay Ribar;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/91j8gR3G9SL.jpg
0375990704;Waterfall;Lauren Kate;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/713h+bZw-oL.jpg
0142426768;All I Need;Susane Colasanti;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81Au9RCX39L.jpg
0545088070;The Comeback;Marlene Perez;12 years and up;7 - 12;https://m.media-amazon.com/images/I/41HE9R9RsqL.jpg
0545097495;Gentlemen;Michael Northrop;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/31DJ21s-YWL.jpg
0385662467;The Blue Helmet;William Bell;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51jF6ff5v8L.jpg
1551432153;Death Wind;William Bell;12 - 17 years;8 - 12;https://m.media-amazon.com/images/I/71sbLbxHf1L.jpg
1467761478;Feminism: Reinventing the F-Word;Nadia Abushanab Higgins;11 - 18 years;6 - 12;https://m.media-amazon.com/images/I/81RKEOQ992L.jpg
0316011290;Girl Overboard;Justina Chen;12 years and up;7 and up;https://m.media-amazon.com/images/I/518qz7uXizL.jpg
0770429211;Throwaway Daughter;Ting-Xing Ye;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/81WHe4gKQ8L.jpg
1939392780;Martyr;A.R. Kahler;9 - 11 years;4 - 6;https://m.media-amazon.com/images/I/81-vVKQMglL.jpg
0857071971;Losing Lila;Sarah Alderson;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51nuxca8MmL.jpg
1890862444;Butterflies in May;Karen Hart;14 - 18 years;8 - 12;https://m.media-amazon.com/images/I/51IBMvroO-L.jpg
143382339X;GIRL: Love, Sex, Romance, and Being You;Karen Rayne PhD;15 - 18 years;10 and up;https://m.media-amazon.com/images/I/81PmnJ-koeL.jpg
0142405744;Rock Star Superstar;Blake Nelson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51AE3NQZV1L.jpg
0671568760;BETRAYED BY LOVE NANCY DREW FILES 118;Carolyn Keene;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51FE9R6858L.jpg
0689840950;Sacred Scars;Kathleen Duey;12 years and up;7 - 9;https://m.media-amazon.com/images/I/713MvIiMgKL.jpg
1416994068;Shade;Jeri Smith-Ready;14 years and up;9 - 12;https://m.media-amazon.com/images/I/415vz6Pv7SL.jpg
1496526031;Magic Below;Laura J. Burns;9 - 13 years;4 - 8;https://m.media-amazon.com/images/I/51FQHGZQcCL.jpg
0141336137;The Sacrifice;Charlie Higson;12 - 14 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/91fXwt-SIPL.jpg
0020427212;The Pool of Fire:;John Christopher;10 - 14 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51r-LnE8a5L.jpg
144310728X;Undergrounders;David Skuy;9 - 11 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71xFq2Ac3qL.jpg
1741664535;Anonymity Jones;James Roy;12 years and up;7 - 9;https://m.media-amazon.com/images/I/91SQLDcmXKL.jpg
0060097574;Gilmore Girls: I Do, Don't I?;Catherine Clark;9 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/41e5hRH6ASL.jpg
1927855209;Forever Julia;Jodi Carmichael;12 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51BcVsFN8PL.jpg
0763627747;Zap: A Play;Paul Fleischman;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/815tnJ95XrL.jpg
1416957820;Wild Roses;Deb Caletti;12 years and up;7 - 12;https://m.media-amazon.com/images/I/611XxtU9HDL.jpg
030728090X;Twilight;Stephenie Meyer;11+ years;7 - 12;https://m.media-amazon.com/images/I/71Vob1iEDaL.jpg
0547150954;The Reason;Marley Gibson;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51Fof2cAXuL.jpg
1523698829;Surviving the Improbable Quest;Anderson Atlas;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/518+EwdNbPL.jpg
1939392306;Camp Forget-Me-Not;J.K. Rock;9 - 11 years;4 - 6;https://m.media-amazon.com/images/I/61kv3XjNrEL.jpg
193939290X;Camp Payback;J.K. Rock;15 - 18 years;10 - 12;https://m.media-amazon.com/images/I/71JwsPuOxsL.jpg
0375947221;His Dark Materials Omnibus;Philip Pullman;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51E+oU3cQOL.jpg
0385742452;Brimstone;Rosemary Clement-Moore;14 years and up;9 and up;https://m.media-amazon.com/images/I/51qMT-t0nrL.jpg
1621356132;Black Dawn;Mallory McCartney;13 - 17 years;7 - 12;https://m.media-amazon.com/images/I/71tc4eo2bJL.jpg
1442432691;The Uprising: The Forsaken Trilogy;Lisa M. Stasse;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51P-bDuoPfL.jpg
0310758513;The Thing with Feathers;McCall Hoyle;13 years and up;10 - 12;https://m.media-amazon.com/images/I/71UlhWFfHsL.jpg
0399256644;Curse of the Thirteenth Fey: The True Tale of Sleeping Beauty;Jane Yolen;10 - 12 years;5 - 6;https://m.media-amazon.com/images/I/514nkyOqfdL.jpg
1442430397;The Book of Broken Hearts;Sarah Ockler;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81nWmwgu3gL.jpg
0061449156;Fear;Michael Grant;14 years and up;9 and up;https://m.media-amazon.com/images/I/51XEWdocn2L.jpg
044040746X;Among the Volcanoes;Omar Castaneda;9 years and up;7 - 9;https://m.media-amazon.com/images/I/516HZ6X7DZL.jpg
1619630338;Little Women and Me;Lauren Baratz-Logsted;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/81ZB2ByplYL.jpg
1943272263;Cathedrals of Glass: A Planet of Blood and Ice;A.J. Hartley;14 - 17 years;8 - 12;https://m.media-amazon.com/images/I/51AZUlbCWxL.jpg
1459803523;Break Point;Kate Jaimet;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71JU3DBQ7VL.jpg
1459803647;Deadly;Sarah N. Harvey;12 - 18 years;8 - 12;https://m.media-amazon.com/images/I/41By4nivHDL.jpg
1459803493;Vanish;Karen Spafford-Fitz;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71-svLO+YbL.jpg
1599903016;How to Ditch Your Fairy;Justine Larbalestier;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71Pv0hBrupL.jpg
1459803604;Damage;Robin Stevenson;12 - 17 years;8 - 12;https://m.media-amazon.com/images/I/71Ug099G7nL.jpg
1550229303;Love Bites: The Unofficial Saga of Twilight;Liv Spencer;14 - 18 years;7 - 9;https://m.media-amazon.com/images/I/71oTw-WvFrL.jpg
0618594434;Beautiful City of the Dead;Leander Watts;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51RR5OrmeFL.jpg
1416994610;Dark Secrets 1: Legacy of Lies and Don't Tell;Elizabeth Chandler;12 years and up;7 - 12;https://m.media-amazon.com/images/I/71Uaf8JOxdL.jpg
1442459549;Starglass;Phoebe North;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81D0E0BHr8L.jpg
0451237935;Black Dawn: The Morganville Vampires;Rachel Caine;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/81N603q8gGL.jpg
0062085484;Shatter Me;Tahereh Mafi;13+ years;9 - 12;https://m.media-amazon.com/images/I/51cgpViV++L.jpg
0060590696;So Little Time #14: Spring Breakup;Mary-Kate & Ashley Olsen;9 years and up;7 - 9;https://m.media-amazon.com/images/I/519NxsP+5hL.jpg
0147508649;Spirit Walk: Walk of the Spirits and Shadow Mirror;Richie Tankersley Cusick;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/81jd+ybLDYL.jpg
039925451X;Bloody Horowitz;Anthony Horowitz;10 years and up;5 - 9;https://m.media-amazon.com/images/I/5130o7qeaRL.jpg
0545543681;Divided We Fall;Trent Reedy;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51hxsHPMhML.jpg
0140385355;Sleeping Dogs;Sonya Hartnett;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81Vf86AFLsL.jpg
163079015X;State of Grace;Hilary Badger;14 - 18 years;9 and up;https://m.media-amazon.com/images/I/51b30k+KEFL.jpg
094918313X;So Much to Tell You;John Marsden;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/51WVUMTGoaL.jpg
006207735X;Ashes to Ashes;Melissa Walker;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/41aKJ5SMb5L.jpg
1554691583;Shapeshifter;Holly Bennett;11 - 15 years;8 - 12;https://m.media-amazon.com/images/I/71LfI3nVUqL.jpg
0399171053;Deadly Design;Debra Dockter;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/919ga-epPLL.jpg
1459708105;Red Wolf;Jennifer Dance;12 - 15 years;7 - 10;https://m.media-amazon.com/images/I/719rdveSLSL.jpg
0689847890;Inexcusable;Chris Lynch;13 years and up;7 - 12;https://m.media-amazon.com/images/I/31zXU16dRyL.jpg
054505690X;Marcelo in the Real World;Francisco X. Stork;8+ years;7 - 9;https://m.media-amazon.com/images/I/71dQdo8gBrL.jpg
1416935339;For Money and Love;Todd Strasser;14 years and up;9 and up;https://m.media-amazon.com/images/I/71ebMmgmGlL.jpg
0595396526;The Accident;Todd Strasser;4 - 12 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61Jl5UH+mAL.jpg
0671625640;Secrets Can Kill;Carolyn Keene;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51Qb1n5zf6L.jpg
0375845631;Bones of Faerie: Book 1;Janni Lee Simner;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41y4ld7ITnL.jpg
076362828X;My Perfect Life;Dyan Sheldon;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/418dRASc3CL.jpg
0763667226;Fallout;Todd Strasser;10 - 12 years;5 - 6;https://m.media-amazon.com/images/I/A120lHq8FBL.jpg
1416924221;The Sky Inside;Clare B. Dunkle;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51HalUXBJ0L.jpg
1405907673;Doctor Who: Young Reader Adventures Book 3 - Alien Adventures;Richard Dinnick;9 - 12 years;3 - 7;https://m.media-amazon.com/images/I/51gi00kf8bL.jpg
1554552516;Hockey Girl;Natalie Hyde;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/41p1lZMs9IL.jpg
0590435248;Karate Kid;B. B. Hiller;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/31Snjs8P-VL.jpg
0615960146;Evolution, Me & Other Freaks of Nature;Robin Brande;12 - 14 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61fOuGr9pvL.jpg
0062317628;Bone Gap;Laura Ruby;14 - 17 years;9 and up;https://m.media-amazon.com/images/I/81E-yAOKT-S.jpg
076135767X;Today the World Is Watching You: The Little Rock Nine and the Fight for School Integration, 1957;Kekla Magoon;14 - 18 years;9 - 12;https://m.media-amazon.com/images/I/812ZZtGym-L.jpg
1595547533;Invasion;J. S. Lewis;11 years and up;6 - 9;https://m.media-amazon.com/images/I/51WfbxWcVIL.jpg
0062439103;13 Little Blue Envelopes;Maureen Johnson;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/5108FMavS-L.jpg
1478296879;Maggie Vaults Over the Moon;Grant Overstake;12 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51s5PkQSHIL.jpg
1416982655;Nothing Like You;Lauren Strasnick;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61QQWZWrUqL.jpg
1599904306;Magic Under Glass;Jaclyn Dolamore;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/71t7uMm901L.jpg
1481457667;Pop Princess;Rachel Cohn;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51-oIkE4ykL.jpg
0061767611;Sweet Little Lies;Lauren Conrad;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/61C+HaTndCL.jpg
1419714945;Time out of Time: Book Two: The Telling Stone;Maureen Doyle McQuerry;10 - 14 years;5 - 9;https://m.media-amazon.com/images/I/616NfleJmmL.jpg
0399166521;The Ends of the World;Maggie Hall;12 years and up;7 - 9;https://m.media-amazon.com/images/I/A14hd0RSinL.jpg
144909869X;Dear Dylan;Siobhan Curham;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/61wM4rV4PNL.jpg
0613925378;Jacob Have I Loved;Katherine Paterson;8 - 10 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51bHDL67ckL.jpg
0739367676;Breaking Dawn;Stephenie Meyer;14 - 17 years;7 - 9;https://m.media-amazon.com/images/I/71YA8KrJo4L.jpg
0395643406;Keeper of the Universe;Louise Lawrence;12 years and up;7 - 9;https://m.media-amazon.com/images/I/31qTS+GJBkL.jpg
1600591795;Heroes!: Draw Your Own Superheroes, Gadget Geeks & Other Do-Gooders;Jay Stephens;Baby - 10 years;3 - 4;https://m.media-amazon.com/images/I/51JMNcC3R8L.jpg
0374368996;Shutout;Brendan Halpin;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/61P5Wjx5FcL.jpg
0061443050;Love Is Hell;Scott Westerfeld;14 years and up;9 and up;https://m.media-amazon.com/images/I/51YqnlvczmL.jpg
0373211821;A Mad Zombie Party;Gena Showalter;13 - 17 years;10 - 12;https://m.media-amazon.com/images/I/81S26pNE9ML.jpg
0439832438;Ordinary Ghosts;Eireann Corrigan;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/41nrCO8+O9L.jpg
0316173592;Arrival;Michael Teitelbaum;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51mR5k9bXsL.jpg
0316168165;Speed;Cherie Bennett;14 years and up;9 and up;https://m.media-amazon.com/images/I/51S2Z8R9N9L.jpg
0374360073;Plus One;Elizabeth Fama;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/914yn+v-z2L.jpg
0761462694;Kiss the Morning Star;Elissa Hoole;13 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51uQdzOs2ML.jpg
0307942716;Chasing Before;Lenore Appelhans;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51zTi5WUMKL.jpg
0312649924;Stolen Nights: A Vampire Queen Novel;Rebecca Maizel;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/81qL4Rf8YVL.jpg
0316431311;Crazy House;James Patterson;14 years and up;9 and up;https://m.media-amazon.com/images/I/51pD5pEhRuL.jpg
1743317662;Night Vision;Ella West;11 - 14 years;5 - 8;https://m.media-amazon.com/images/I/61mAKinSIDL.jpg
0142414158;Trance;Linda Gerber;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/41SagHBqgiL.jpg
0440422647;Sweet Valley #3: Playing with Fire;Francine Pascal;READINGAGE_MISSING_AZ;4 - 7;https://m.media-amazon.com/images/I/516ol6qLLLL.jpg
0545165008;Trackers;Patrick Carman;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/51K-zquhY9L.jpg
1402285515;Six Months Later;Natalie D. Richards;13 - 17 years;6 - 12;https://m.media-amazon.com/images/I/81U6K2wdNFL.jpg
1563977052;Imitate the Tiger;Jan Cheripko;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/51ik8a3XXcL.jpg
0919964834;Who Is Frances Rain?;Margaret Buffie;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51trKkgcQsL.jpg
0553493272;Paris: Alex & Dana: Year Abroad Trilogy 2;Rachel Hawthorne;12 years and up;7 - 12;https://m.media-amazon.com/images/I/51VPZR9WR8L.jpg
0385742711;They All Fall Down;Roxanne St. Claire;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51xbKOTVQAL.jpg
1416939202;Sentries;Gary Paulsen;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71x044aEDzL.jpg
